***Starting new run... ***
9,0,326.084014893,336.557342529,ONE_LED_FOUND
9,1,324.962677002,331.226104736,ONE_LED_FOUND
9,2,325.852294922,325.94152832,ONE_LED_FOUND
9,3,325.799285889,320.798522949,ONE_LED_FOUND
9,4,325.260437012,315.601623535,ONE_LED_FOUND
9,5,324.967559814,310.426422119,ONE_LED_FOUND
9,6,324.072479248,305.288604736,ONE_LED_FOUND
9,7,323.19140625,299.935455322,ONE_LED_FOUND
9,8,322.723022461,294.537384033,ONE_LED_FOUND
9,9,322.62210083,289.246124268,ONE_LED_FOUND
9,10,322.261413574,284.151885986,ONE_LED_FOUND
9,11,321.003601074,280.403198242,ONE_LED_FOUND
9,12,319.06842041,274.786590576,ONE_LED_FOUND
9,13,320.561889648,268.955200195,ONE_LED_FOUND
9,14,322.819976807,264.861297607,ONE_LED_FOUND
9,15,324.499786377,259.913543701,ONE_LED_FOUND
9,16,326.171478271,255.847579956,ONE_LED_FOUND
9,17,329.403991699,252.390411377,ONE_LED_FOUND
9,18,330.567718506,244.159194946,ONE_LED_FOUND
9,19,328.822570801,238.711791992,ONE_LED_FOUND
9,20,326.208496094,233.671585083,ONE_LED_FOUND
9,21,324.782806396,229.179702759,ONE_LED_FOUND
9,22,321.519805908,224.178253174,ONE_LED_FOUND
9,23,316.539398193,220.443695068,ONE_LED_FOUND
9,24,310.518127441,219.379516602,ONE_LED_FOUND
9,25,306.134246826,217.456375122,ONE_LED_FOUND
9,26,302.216644287,214.881622314,ONE_LED_FOUND
9,27,298.361877441,213.377349854,ONE_LED_FOUND
9,28,293.842468262,209.901138306,ONE_LED_FOUND
9,29,288.740875244,207.747650146,ONE_LED_FOUND
9,30,282.651245117,206.388595581,ONE_LED_FOUND
9,31,281.410552979,202.267379761,ONE_LED_FOUND
9,32,280.821166992,194.695953369,ONE_LED_FOUND
9,33,281.049072266,189.445526123,ONE_LED_FOUND
9,34,280.923492432,184.560958862,ONE_LED_FOUND
9,35,280.841278076,180.09072876,ONE_LED_FOUND
9,36,280.682495117,174.840270996,ONE_LED_FOUND
9,37,280.365844727,170.647384644,ONE_LED_FOUND
9,38,281.122497559,168.931091309,ONE_LED_FOUND
9,39,282.839996338,169.549713135,ONE_LED_FOUND
9,40,284.760314941,170.310150146,ONE_LED_FOUND
9,41,290.111938477,170.652496338,ONE_LED_FOUND
9,42,283.536376953,160.446304321,ONE_LED_FOUND
9,43,280.792877197,157.74382019,ONE_LED_FOUND
